RASMC_RNA_0H_1	RASMC_RNA_0H_0	RASMC_RNA_PDGF_2H_2	RASMC_RNA_PDGF_2H_0	RASMC_RNA_PDGF_2H_1	RASMC_RNA_PDGF_JQ1_2H_0	RASMC_RNA_PDGF_JQ1_2H_1	RASMC_RNA_PDGF_JQ1_2H_2	RASMC_RNA_PDGF_24H_1	RASMC_RNA_PDGF_24H_2	RASMC_RNA_PDGF_24H_0	RASMC_RNA_PDGF_JQ1_24H_2	RASMC_RNA_PDGF_JQ1_24H_1	RASMC_RNA_PDGF_JQ1_24H_0
F8	4.47593	4.08032	5.10632	3.42171	2.97176	4.39461	4.50556	3.79617	4.62805	4.83028	4.64553	3.50444	2.50768	3.41478
F8a1	16.1721	12.5357	12.0486	12.0474	11.6196	20.4872	13.7603	15.545	17.4647	17.4027	19.7093	29.412	30.0889	28.9438
F9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM187A	0	0	0.133228	0.299413	0	0.13935	0.40647	0	0	0	0	0	0	0
Fa2h	0	0	0.073933	0	0	0.347987	0	0	0	0	0	0.0613627	0.0846228	0
Faah	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faap20	9.64507	9.89666	7.85763	5.92202	6.95521	5.14707	5.61795	4.56405	7.77455	9.92213	10.3103	12.0552	11.0832	17.9784
Faap24	3.47695	3.20126	0.104496	0.845433	1.06169	0	0	0.391885	1.72067	2.33612	3.5906	1.64786	1.59474	1.34262
Fabp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fabp12	0	0	0	0	0	0	0	0.194187	0	0	0	0	0	0
Fabp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fabp3	254.704	209.424	229.154	267.035	169.586	227.454	197.945	203.941	184.107	152.652	152.532	111.455	123.48	103.573
Fabp4	0	0	0	0	0.297204	0	0	0	0	0	0	0	0	0
Fabp5	56.5516	38.1268	82.8244	83.8035	67.9236	91.0978	109.462	125.823	16.7791	18.9788	4.82466	54.4081	60.6492	57.7948
Fabp6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fabp7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fabp9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fadd	13.2255	13.4567	14.9897	15.4	11.0875	12.2327	22.3135	18.3264	13.4922	13.9785	20.0171	17.9097	16.4657	17.7152
Fads1	14.5708	14.2143	8.77107	7.18549	10.1173	5.49886	7.92161	6.00197	36.5569	34.535	38.1477	12.4001	9.70155	12.0749
Fads2	42.5955	41.1285	40.9524	40.0924	59.3745	20.5104	18.1669	24.1394	60.9336	61.4809	63.6818	15.5806	18.567	16.0456
Fads3	77.5791	73.851	119.123	113.403	123.56	132.376	147.873	153.945	86.1877	93.6329	70.0439	145.133	131.766	155.062
Fads6	0	0	0	0.0477054	0	0.49956	0	0.066339	0.134436	0.290544	0.400273	0.264271	0.688398	0.808109
Faf1	26.2837	33.3601	30.7904	30.4286	40.8132	34.7647	40.1141	41.6512	29.8916	30.4404	34.691	37.673	40.3304	36.6014
Faf2	28.0575	22.8083	28.3237	34.222	32.3131	26.4618	23.9029	25.5648	31.0518	30.0503	29.1285	41.2784	40.7343	40.7092
Fah	9.72882	9.75884	9.54946	8.10085	7.43044	8.93318	13.1312	8.74299	7.72307	7.67058	8.79218	0.558157	2.25788	1.98413
Fahd1	17.6961	17.1887	13.5307	16.3407	11.7164	16.1538	17.0129	13.4119	17.2539	19.6423	24.3975	20.5319	21.2751	18.1458
Fahd2a	18.7072	18.9182	16.195	13.9643	16.4752	14.7786	7.1594	10.7422	17.6525	16.3611	8.379	12.3442	11.9164	14.3125
Faim	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faim2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam101a	0.0869804	0	0.0601246	0.162147	0	0	0	0.300641	0	0.054863	0	0	0.0917571	0
Fam101b	5.25747	6.87534	19.0431	19.1443	17.0771	16.2691	17.7403	13.9016	5.21695	5.83643	4.02034	2.95596	3.54957	4.08138
Fam102b	8.62727	9.48015	6.18055	6.07102	5.37987	14.5816	18.2209	16.3204	14.9387	14.4319	12.7893	10.2018	9.63096	9.84784
Fam103a1	17.4947	23.8571	14.3694	21.87	16.2617	25.8928	25.5228	24.1876	14.1762	15.5786	16.2158	25.86	28.9859	31.1432
Fam104a	30.5894	31.2979	40.9937	39.0513	35.3328	31.3581	27.3197	36.578	33.7955	31.6262	32.5459	25.4805	26.9139	28.0197
Fam105a	0.421375	0.695762	1.22982	1.04736	1.89069	1.96334	4.34453	1.45645	0.382601	0.354377	0	0.644664	0.691469	0.55443
Fam107a	0	0	0	0	0	0	0.273674	0	0	0.0292328	0.21479	0.0265894	0	0.121961
Fam107b	41.3331	44.2145	20.0635	23.1968	29.051	70.1681	68.6156	58.152	32.7347	32.241	28.9172	20.4346	20.0289	18.56
Fam109b	3.38778	4.70369	3.58958	3.56491	3.8207	1.71636	2.08602	1.32481	3.23321	2.65156	1.51849	1.13496	1.64344	1.39907
Fam110a	5.21939	9.20666	12.2975	13.5385	19.5946	5.76786	7.4626	9.57536	8.79202	9.73533	11.2588	3.99449	8.85716	7.45638
Fam110b	13.0849	10.1315	6.20552	6.42048	6.3197	5.32726	5.64408	5.12279	12.1115	10.2031	10.107	7.38553	8.84496	6.07318
Fam110c	0	0	1.51025	0.600493	0	0.151889	0.77976	0.798737	0.0980993	0.15901	0	0.168736	0.443234	0.221132
Fam110d	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam111a	84.2613	80.112	34.8876	36.2458	38.7375	53.7743	48.4116	46.2649	41.5975	45.3119	34.3841	17.3313	16.1282	16.2114
Fam115e	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam117a	4.40708	4.96537	3.6636	3.0428	3.03442	9.99639	12.6839	13.8389	8.67562	9.19323	8.84397	30.8036	31.2979	33.6551
Fam117b	6.77754	6.62928	6.03916	3.50411	9.41288	9.32188	9.87138	8.39586	6.04227	5.61086	5.368	8.47545	8.14121	7.52426
Fam118a	10.442	6.23934	2.93994	1.52473	0.0957368	3.46928	0.0459978	2.12028	8.75261	6.22516	5.55953	4.41092	2.44467	2.61869
Fam118b	11.9565	18.5112	7.41639	5.70646	11.4942	18.4069	20.8628	19.0135	12.6313	12.9039	13.6951	28.9514	29.7824	25.901
Fam120a	80.2324	85.27	78.5485	73.4432	74.0196	72.3279	78.8813	72.7476	66.9261	67.6694	67.2681	60.757	53.6301	52.6739
Fam120b	9.65216	8.79821	6.39854	5.1948	3.56533	5.0528	4.8498	6.13003	8.77425	8.30046	7.71519	8.01892	6.66296	7.18277
Fam122a	8.36292	8.2303	6.7379	4.74926	2.23653	19.2205	7.94243	12.5386	9.43964	8.73332	9.04778	13.0275	12.1524	13.7728
Fam122b	0	0	0	0	0	0	0	0	0.0396299	0.0214121	0	0	0	0
Fam126a	5.13727	3.81713	8.26823	6.62274	11.7796	20.29	21.6684	21.4669	8.32457	7.44794	7.64008	8.71002	7.03712	6.00278
Fam126b	1.68032	1.32197	1.82198	0.982718	5.03277	2.04863	2.83495	1.25268	1.00004	0.914393	0	1.24756	0.834165	0.476862
Fam127b	28.8154	27.8878	21.4248	22.2692	19.8758	19.6957	13.2774	19.1454	24.9467	23.1392	28.8973	15.9761	15.3905	16.4879
Fam129a	93.7833	84.6536	164.483	120.341	140.306	125.17	150.766	136.194	80.7177	86.2793	76.1856	86.5379	67.2786	81.5216
Fam129b	90.2987	100.661	268.724	244.762	263.754	299.776	301.815	313.479	135.205	146.103	149.379	201.589	201.023	201.269
Fam129c	0	0.458545	0	0	0	0	0	0	0.0654947	0	0	0.0643741	0	0
Fam131b	1.97019	1.35679	2.43588	1.97076	2.78421	2.52465	2.27005	1.77165	5.49757	7.59763	5.43765	8.73015	9.56394	9.6737
Fam132a	0.0550843	0.736724	0.913839	0.889953	0.19343	0.955832	0.929355	1.33276	0.514445	0.555912	0.31911	0.568849	0.871641	1.44956
Fam133b	17.3293	16.1143	27.2783	28.9997	18.5569	36.8681	36.3003	28.9405	11.8177	11.7746	8.66738	15.5136	22.2992	20.4083
Fam134a	19.0939	16.8304	6.03876	6.56626	4.82198	7.48874	8.38452	8.22695	19.0841	17.0588	13.2735	17.8872	17.7419	18.8595
Fam134b	1.59771	2.53048	1.94723	2.03786	2.21462	1.27675	2.19902	1.7439	1.54613	1.29947	1.46142	1.80913	1.99592	2.84904
Fam134c	23.8578	18.9909	13.4931	12.7374	14.0375	14.6051	21.8837	20.2114	18.4933	21.3788	19.2904	26.3504	26.4017	27.7821
Fam135a	12.8239	12.8375	4.42107	4.09435	4.99301	6.23806	4.77979	5.24849	4.56009	4.31847	4.92366	7.49885	5.6037	6.93283
Fam136a	28.4831	28.9302	33.6575	25.2227	32.3456	27.1431	26.1585	32.3649	20.1847	24.229	26.189	15.1918	18.1019	21.1453
Fam13a	1.28624	2.86712	0	0.104251	0.981879	0	0.471755	0.0966472	1.20777	0.881842	1.78183	0.48126	0.147486	0.993354
Fam13b	34.3224	33.4196	27.7274	31.0664	35.5476	35.9451	36.3388	32.1433	24.2272	24.2621	22.1513	20.251	18.3776	20.8047
Fam149b1	15.8386	16.0393	10.9041	11.3103	12.727	7.20329	11.2599	9.87833	12.0409	12.2863	13.8002	9.16009	10.0385	12.3946
Fam150a	34.8953	42.676	16.3885	12.6574	5.86294	2.65574	0	2.59693	3.50844	4.21249	1.16068	0	1.23293	0.219684
Fam150b	0	0.797067	0	0	0	0	0	0	0	0	0	0	0	0
Fam151a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam151b	5.26372	7.26908	3.96928	5.15404	1.30693	5.07427	2.78082	2.48095	4.77936	4.35972	6.89949	2.19627	2.52399	1.18928
Fam160a1	0.207301	0.547662	0.0955299	0.25763	0	0	0.155443	0.11942	0.564675	0.17434	0	0	0.242983	0.0909195
Fam160a2	9.15154	5.18751	11.6867	11.0216	15.2728	13.4515	8.53181	8.9025	9.89055	9.49759	12.5926	10.5874	11.0276	9.11164
Fam160b2	8.00927	11.0701	7.15503	5.86262	6.01822	6.57595	5.55401	4.95604	8.04264	8.28419	6.4093	5.89956	6.62325	6.60877
Fam161a	0.143375	0	0.148661	0.267277	1.25866	0	0	0	0	0	0	0	0	0
Fam162a	83.9715	69.0538	95.603	89.58	46.575	116.133	138.277	122.04	119.599	126.009	163.424	183.676	228.888	204.605
Fam163a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam163b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam166a	0.394781	0	0.121284	0.436113	0	0.697715	0.666054	1.21291	0	0.0553352	0.457401	0.251657	0.27764	0.461722
Fam167a	0.111869	0	0.103105	0.231715	0	0.161764	0	0.0644444	0.609449	0.329287	0.324035	0.0213936	0	0
Fam168a	11.58	8.41978	8.802	7.65848	8.30701	6.52477	9.31279	7.39433	10.6034	12.2318	12.4524	5.88122	4.52898	5.34143
Fam168b	43.2928	50.4815	40.1439	38.2696	33.6335	32.6398	28.8449	29.9331	26.3323	30.1263	24.1367	26.9442	26.6579	23.1675
Fam170a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam172a	9.34507	11.3601	7.601	9.66457	11.1897	4.20195	6.76902	5.67827	8.96273	8.58126	7.65187	8.73359	7.92494	8.12485
Fam173a	16.6301	24.1609	9.63302	11.777	18.2694	17.3302	30.7221	18.9461	25.3792	19.8069	18.945	33.6863	37.2428	38.6283
Fam173b	8.43014	13.301	2.5899	4.26834	7.21792	3.76238	2.80946	2.60804	8.01891	8.79656	8.26004	10.7478	10.9242	13.2831
Fam174a	38.2993	50.312	25.4359	29.2431	24.942	26.5143	25.6566	26.3892	32.3642	31.5782	33.5709	37.914	39.0162	37.0536
Fam175a	6.31527	9.16658	3.24866	5.35403	1.71909	14.7244	9.25068	9.81424	7.02957	7.41091	9.41569	11.0099	11.6716	9.46885
Fam175b	15.2605	15.9045	9.94639	11.9402	11.8866	10.6942	14.1739	14.4031	15.6763	13.5858	19.4933	16.2542	13.718	17.3452
Fam178a	5.91073	5.97068	2.42451	3.09052	2.85105	6.3331	6.6221	5.08344	4.65791	4.42468	4.09608	8.07044	6.53878	6.251
Fam178b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam180a	0.312429	0.59694	0	0.221875	0	0	0	0	0.364731	0.0563043	0.155138	0	0	0
Fam181b	0	0	0.391661	0.234722	0.580313	0	0	0	0.110243	0	0	0	0	0
Fam184b	0	0	0	0	0	0	0.237197	0	0.0447616	0	0	0	0.0539314	0
Fam185a	3.94493	2.93119	4.88306	8.49421	7.97337	8.026	6.65569	7.68971	4.01628	4.80294	3.98607	7.00034	4.98422	6.75985
Fam186b	0	0	0.690868	0.414037	0.548378	0	0.210779	0.251894	0	0	0	0.0477837	0	0
Fam188a	24.3683	21.6675	23.9494	26.9116	24.8903	44.7142	36.9238	37.6228	21.5717	22.9827	21.9781	28.5573	28.8742	26.9724
Fam189b	15.0418	15.3377	13.3492	10.6402	7.7986	8.81194	7.56625	8.38081	19.2382	16.4578	22.9469	7.53405	7.44724	6.77595
Fam192a	22.3644	25.3617	12.8035	12.8667	7.31365	15.614	10.303	11.4623	20.0179	18.9275	18.1805	21.9028	21.2461	21.7637
Fam193b	9.95581	12.4913	6.58004	7.19041	4.52334	7.70325	7.77227	7.88597	7.64636	7.51904	11.4591	10.4466	9.8116	12.6399
Fam195a	3.66581	2.20848	3.97215	2.83199	3.30511	4.01142	4.84752	2.56836	3.81683	4.87439	9.29811	2.38733	3.86712	3.91081
Fam195b	34.003	36.9592	19.6093	22.0548	30.5897	26.2233	17.9207	26.7517	31.6805	28.5965	25.1388	52.0213	56.1626	52.9208
Fam196a	0.0721524	0	0.0398998	0	0	0	0	0	0	0	0	0	0	0
Fam198b	111.949	114.566	93.7794	101.666	113.586	30.7996	26.9517	25.4864	178.904	194.44	183.874	26.9874	29.2673	22.159
Fam199x	3.96221	2.24307	2.08674	1.87588	2.65017	5.32017	4.77489	4.72806	3.63432	4.52231	2.73256	5.41233	2.0899	4.46857
Fam19a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam19a5	0.11296	0	0.364386	0.140385	0	0	0	0	0.483524	0.712497	0	0.0432046	0	0.148629
Fam203a	13.0445	18.1926	20.9504	18.0579	15.1295	18.218	17.6966	24.9572	11.3778	11.7326	14.0119	23.4572	24.0423	24.9046
Fam204a	4.73343	3.42201	2.43185	4.37223	7.58077	3.88478	3.18361	3.48218	5.04045	5.12397	5.44721	4.66063	7.75998	4.54481
Fam205c	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam207a	16.9457	16.0952	14.0342	9.63586	6.73643	12.5986	8.76577	14.6429	16.0033	13.1085	15.8366	16.8301	19.8157	18.3
Fam209a	0	0	0	0	0	0	0	0	0	0	0	0	0	0.552051
Fam20a	0.0859415	0.383141	0.0594064	0	0.0754464	0	0.144996	0	0.451478	0.216831	1.04552	0.147918	0.317314	0.508854
Fam20b	11.5805	14.6409	13.8647	12.0404	13.0456	15.0308	16.0475	15.0864	15.2421	17.5369	17.8168	13.8667	15.2905	13.4445
Fam20c	12.537	12.992	20.3999	17.649	25.791	41.7441	45.1862	51.7697	34.9963	34.5701	40.8003	31.3931	32.4902	32.4951
Fam210a	6.04383	6.67579	5.21433	6.04282	4.25144	6.12982	4.93961	5.27299	5.6763	6.02737	5.94198	5.05031	4.64997	4.81747
Fam210b	11.6814	11.868	6.86621	4.9379	7.60393	7.98608	9.2508	11.8106	6.63291	5.9646	6.95129	5.60761	6.9159	4.54824
Fam212a	0.926341	0.953026	1.6747	1.32836	0	2.679	3.60664	2.3398	2.41239	3.05629	2.064	1.06291	1.72892	1.12509
Fam212b	2.21366	2.54588	2.74101	3.0621	2.77136	3.31233	6.10555	3.16034	1.46066	1.21415	1.44967	0.508005	0.812254	0.329257
Fam213a	57.0278	49.2733	30.8467	40.0453	42.7866	23.0716	24.816	21.9732	45.1834	46.3094	27.7293	14.2313	14.2016	14.679
Fam213b	5.97122	8.12156	6.4362	10.9427	5.33087	8.63447	6.65931	6.47157	11.4605	9.9585	0.703565	16.4902	12.4915	16.9119
Fam214a	4.78756	4.42733	3.8114	5.12097	3.72146	6.17272	4.30124	4.58523	17.2342	13.6684	17.1733	8.46968	7.73989	8.54208
Fam214b	19.1375	17.4136	39.5638	38.0906	46.1107	30.7384	37.5532	36.9916	31.6557	33.056	36.8756	23.9859	24.3504	22.0813
Fam216a	30.953	14.4889	20.6246	16.2777	18.8716	25.0545	28.2417	27.5079	27.1524	26.2291	27.8328	24.1943	23.8545	25.0389
Fam217a	0.402299	0.380442	0.404489	0.0909037	0	0	0	0.568847	0.128085	0.0922729	0	0.0419645	0.0771621	0.0481209
Fam217b	6.25974	2.53023	1.17694	0.995777	0	0.43448	1.94325	0.865452	4.03382	3.47454	4.98984	1.72383	1.00373	3.22865
Fam219a	4.7681	5.94781	8.85325	8.60742	10.0215	18.1679	19.9057	18.4053	7.19149	9.17611	10.2424	16.9323	14.3923	16.9893
Fam219b	20.0475	20.068	15.7824	12.2844	10.0219	6.03938	11.7442	8.421	24.0537	21.9532	20.3241	19.8083	16.7426	19.0507
Fam21c	37.0136	35.0699	24.9908	24.9783	27.1817	23.15	31.0837	26.1554	48.6705	44.0659	44.3358	73.3235	68.8602	73.9749
Fam220a	6.14717	4.44732	6.31787	6.68465	5.11246	16.7252	9.82535	17.6128	7.69557	7.90773	9.04338	16.7983	19.6249	15.9636
Fam221a	0.254558	0.60526	0.563077	1.45526	0	0.294476	0.944851	0.263958	0.297172	0.12845	0	0	0.0537076	0.0669877
Fam221b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam222a	0.190614	0	0	0.189513	0.0669344	7.44202	3.21594	6.78607	0.133514	0.24046	0.397529	2.44962	1.32714	2.45787
Fam222b	5.37234	5.18109	9.11417	7.54324	4.61888	13.1995	11.3099	13.9405	6.4937	6.49733	7.14258	10.0012	7.07168	8.94538
Fam227a	0.244944	0.576334	0	0.0507355	0.0358387	0.413225	0.275505	0.176382	0.452753	0.308998	0.236498	0.0468428	0	0.0537148
Fam227b	1.32112	1.51451	0.521837	1.21967	0	0.545817	1.20999	0.326168	0.660978	0.714256	1.13708	0.563046	0.398192	0.595983
Fam228a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam229a	1.01375	1.50649	0.420448	0.251974	3.20382	1.31931	2.05242	1.57677	0.591727	0.511539	0	1.04689	0.748595	0.800312
Fam229b	2.60085	12.7545	2.51695	5.01006	0	0	0	0.898965	5.31343	3.44503	10.2456	2.23822	2.19495	2.56658
Fam24a	0	0	0	0.412744	0	0	0	0	0	0	0	0	0	0
Fam25a	0	0	0	0	0	0	0	0	1.45422	0.392859	2.52574	0	0	0
Fam26e	0.122869	0.426045	0	0.1018	0	0	1.52019	0.566251	0.86063	0.723334	2.46756	0.469947	0.432057	0.107778
Fam26f	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam32a	53.6423	61.5409	49.5494	58.1373	65.9699	56.444	50.6104	43.0941	49.1777	46.799	54.4758	47.4787	55.0113	52.9243
Fam35a	4.24363	2.41884	2.22347	1.42083	2.82382	1.93337	1.04616	2.21021	3.32531	2.6889	3.3452	3.9132	3.55681	2.83005
Fam3a	24.3198	18.8321	16.6124	17.686	14.1132	13.0467	11.0016	15.0258	19.3423	15.0552	23.6633	12.4703	15.4019	17.1057
Fam3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam3c	52.8571	47.1291	45.9008	53.7403	28.1678	61.2224	58.6153	46.179	52.2172	58.5706	48.6238	60.345	43.375	49.8365
Fam3d	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216459
Fam43a	5.00336	5.36991	9.22276	7.01263	4.58756	36.6168	36.2981	38.0462	9.60511	8.24034	6.15126	5.86858	6.06985	5.33974
Fam45a	14.0658	18.7358	9.28811	15.0292	13.0006	21.4555	14.7596	15.0694	13.083	16.6621	14.1108	17.2548	15.6525	15.987
Fam46a	3.33901	1.72068	6.3658	5.01977	7.94275	3.6212	6.17859	4.18828	4.62099	5.12934	4.86702	2.99705	2.35772	2.44469
Fam46b	1.50731	3.75343	3.26656	2.88584	0.929846	6.06753	4.87994	5.49153	0.332906	0.822262	0.0472002	1.12186	1.28926	0.321611
Fam46c	0.0335806	0	0.0928494	0.751202	0	3.0106	2.32288	1.8571	0	0	0	0.53944	0.0354248	0.0883684
Fam46d	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam49a	0	0	0.219942	0	3.44503	0.766829	1.96835	0.91648	0.680989	0.200695	0	0.486791	0.447543	0.907084
Fam49b	20.3591	24.6659	32.1456	34.5598	28.7616	34.4071	35.813	27.6853	17.9838	18.3385	21.8707	28.9207	26.8941	25.9313
Fam50a	0.333207	0.742745	0.460653	0.138035	0.292516	0.481822	0.18739	0.0959753	0.259325	0.280227	0.257374	0.955829	0.703011	0.803772
Fam50b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam53a	7.33683	3.98194	3.30752	3.29044	0.840112	5.99648	8.66483	5.95389	7.6713	8.28964	9.01804	11.6029	11.8452	10.3671
Fam53b	3.70649	3.56403	1.23918	1.12901	0.871948	1.55885	1.22616	1.77933	4.59564	4.50766	4.05584	1.94579	1.84002	1.56187
Fam55b	0.491421	0.365139	1.01907	0.839754	0.0539261	1.4212	0.310913	0.31848	1.00395	0.736166	1.92163	0.775323	1.06922	0.484946
Fam57b	0.203556	0	0.337695	0.354166	0.857748	0	0	0.422144	0.0950527	0	0	0.186853	0.128841	0
Fam58b	6.48946	9.4546	2.19892	4.2697	2.68093	3.03595	3.54222	2.85877	6.09037	6.82206	6.85541	4.23412	5.36929	4.43672
Fam60a	2.06632	1.39929	0.506243	0.617618	0.137771	1.58852	1.0591	0.949264	0.702296	1.28684	0.878842	1.44058	1.48999	1.65192
Fam63a	18.5294	21.0626	11.3028	9.82752	8.94221	5.37813	7.12296	6.60142	22.4136	20.5851	19.6439	13.6871	13.6794	13.4026
Fam64a	30.5727	36.6701	14.8651	14.2867	13.7458	4.72895	5.51754	5.82309	4.39626	3.81299	4.36318	0.341134	0.261358	0.260787
Fam65a	28.1719	27.3777	39.4425	35.631	32.62	32.9679	28.3763	31.8121	28.4157	32.7689	35.2389	27.4113	25.3162	27.7239
Fam65b	0.26233	0.316742	0.158667	0	0.0575736	0.189667	0.0553238	0.11334	0.133982	0.103416	0.265949	0.470321	0.674546	0.517747
Fam69a	3.39559	2.86397	2.36832	3.57368	5.2099	4.15808	5.88371	3.96507	3.17837	2.97147	2.76458	2.42197	3.06574	2.49553
Fam69b	12.7313	11.9348	7.6964	8.33643	3.44509	7.19227	8.6996	9.54222	12.0392	11.8583	10.4683	19.0064	18.5812	19.8134
Fam71a	0	0	0	0	0	0.178818	0	0	0	0	0	0	0.0326135	0
Fam71b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam71d	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam71e2	0	0	0.149902	0.0808524	0	0.15679	0	0.0749554	0	0	0	0	0	0
Fam71f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam71f2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam72a	7.41902	2.94002	0.683779	3.99544	0	7.152	9.59636	5.55604	2.3096	1.55985	2.57875	1.98632	7.30469	3.25389
Fam73b	9.02477	10.4702	6.62136	6.59176	6.70647	8.84305	8.28088	11.3213	9.58828	11.235	12.9786	11.082	10.1885	10.4943
Fam76a	17.6127	18.7521	17.1678	18.2591	28.6924	22.2766	19.1456	18.3786	15.59	14.8498	15.0853	19.3907	19.7559	22.3234
Fam76b	9.66069	12.9645	5.27516	5.04387	6.33405	6.4706	11.9682	5.96489	7.32964	8.62059	6.51088	7.22413	5.983	5.52263
Fam81a	0.0682266	0.304165	0.44017	0.0282636	1.15797	0.230199	0.345325	0	0	0.086068	0	0.0782852	0	0.0598467
Fam83a	0	0	0	0	0	0	0	0.332828	0	0	0	0	0.101581	0
Fam83b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam83d	6.59243	11.1709	9.69129	9.89829	13.4078	15.2696	12.7329	14.8987	5.25838	5.98327	5.97918	4.86035	5.444	6.98636
Fam83f	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam83h	2.40662	2.9242	6.08666	3.85299	6.58673	0.880236	1.3614	1.32114	1.9336	2.21446	2.13228	0.812184	0.672031	0.651935
Fam84a	0	0	0	0	0	0	0.293454	0	0	0.0219419	0.0201525	0	0	0
Fam89a	0.321811	0	0	0.333284	0	1.00824	0.452452	0.741542	0.0626139	0.202983	1.305	0.123085	0.169742	0.493998
Fam89b	69.9909	60.8795	94.4514	76.4471	97.6796	227.561	224.581	255.18	64.4414	59.7212	83.6025	167.365	165.165	168.061
Fam8a1	25.6277	26.7146	22.6384	17.4284	19.0575	19.3175	22.2801	18.5818	22.0207	22.5704	18.8937	13.96	13.0862	12.9813
Fam91a1	28.6643	24.8427	29.8863	28.0736	31.2607	41.0716	37.8669	37.711	30.8732	35.2273	28.709	56.6139	48.9903	46.7962
Fam96a	25.0682	27.7702	15.1228	12.8664	9.83166	9.88609	6.04198	6.97672	32.3813	30.4737	28.2902	15.0171	21.5681	18.5909
Fam96b	104.032	101.581	107.608	123.708	68.1122	89.6455	102.701	100.889	96.1092	88.4349	117.932	95.896	98.0334	80.75
Fam98a	33.9411	37.6547	49.2403	48.5225	48.4703	35.9986	34.1836	32.8856	27.9404	32.8977	32.6994	30.8562	30.5786	31.329
Fam98c	14.5259	16.8618	14.7352	17.5747	16.3996	10.5293	14.9951	15.9369	20.8925	21.3358	20.0106	22.1384	22.3542	21.5284
Fan1	3.1612	3.0464	0.927036	0.714307	0.20183	0.692597	0.290914	0.960202	3.44437	2.90026	2.24198	3.40742	2.16257	2.74772
Fanca	1.83044	1.43386	1.09853	1.02279	1.17092	0.984869	2.29821	1.27516	1.04358	0.5728	0.723368	0.748943	0.643653	0.0560098
Fancb	3.28941	4.14759	1.10244	0.960066	4.72534	0.288274	0.420433	0.990531	1.04729	1.10027	1.12603	0.343124	0.236594	0.918078
Fancc	1.38121	1.20738	0.861148	0.30292	3.32853	0.509102	0.319846	1.17011	0.822023	1.02494	0.376541	1.02549	0.685676	0.890856
Fancd2	6.72063	7.19699	4.01724	4.87062	4.47399	4.61126	4.82712	3.94023	1.61785	2.29341	1.81286	0.461661	0.440159	0.78428
Fancd2os	0	0	0	0	0	0	0	0.19532	0	0	0	0	0	0
Fance	9.55573	9.9072	5.73486	6.02991	6.76305	9.80094	8.18595	12.0977	7.78284	8.92412	8.23924	11.772	10.9401	14.1325
Fancl	10.2475	8.71086	5.30534	5.66019	5.70122	7.80538	10.3165	3.49824	7.38455	6.06463	3.37134	6.8711	4.93802	5.71514
Fank1	0	0	0	0	0	0	0	0	0	0.0708286	0.390314	0.0644239	0	0
Fap	0.292592	0.260884	0.202252	0	0	0	0	0.151698	0.580674	0.406016	0.610206	0	0.123464	0
Far1	23.335	26.8642	46.6292	44.8324	58.7222	56.5497	65.7752	60.946	25.4473	29.9983	23.6159	29.0027	25.7684	26.4464
Farp1	14.907	13.3999	20.1046	15.9816	25.3359	15.1275	15.0949	13.3538	34.7722	38.1411	35.843	26.2605	25.2823	26.1644
Farp2	15.5454	13.7813	11.4853	10.2693	10.7506	14.8283	22.1404	16.8232	6.55819	6.05566	4.3048	6.54829	6.17711	9.58175
Fars2	9.52249	7.13394	5.43996	6.69963	9.05048	1.65008	3.78411	2.10811	7.25794	8.28971	7.65925	7.44981	7.80389	7.6108
Farsa	40.5097	41.123	45.8021	42.4634	46.832	27.8993	25.4838	33.5433	43.926	43.5394	45.5549	52.8325	49.9919	57.2456
